csid	covv_accession_id
3002351644	EPI_ISL_1318316
3002348753	EPI_ISL_1226118
3002650454	
3002350824	EPI_ISL_1446680
3002229193	EPI_ISL_1169557
3002350561	EPI_ISL_1318530
3002650400	
3002650075	EPI_ISL_1678122
3002347821	EPI_ISL_1095102
3002348239	
3002350414	
3002348418	
3002651158	EPI_ISL_1678349
3002650356	
3002228896	EPI_ISL_914015
3002647523	EPI_ISL_1823667
3002347630	EPI_ISL_1094511
3031322770	EPI_ISL_751706
3002349044	EPI_ISL_1272846
3002648089	EPI_ISL_1798881
3002229015	
3002349106	EPI_ISL_1272618
3002347881	EPI_ISL_1094929
3002651180	EPI_ISL_1678107
3002350221	EPI_ISL_1446554
3002650535	EPI_ISL_1528510
3002349319	EPI_ISL_1272982
3002650863	EPI_ISL_1678062
3002647629	EPI_ISL_1798323
3002349084	EPI_ISL_1272781
3031324135	EPI_ISL_1094915
3002649680	EPI_ISL_1516239
3002348676	EPI_ISL_1226062
3002349392	
3002349381	
3002348818	EPI_ISL_1226168
3031322566	EPI_ISL_747094
3002650729	EPI_ISL_1678342
3002647901	EPI_ISL_1823614
3002648342	EPI_ISL_1823603
3002650299	EPI_ISL_1528464
3031323491	EPI_ISL_1446740
3002648071	EPI_ISL_1798669
3002348103	EPI_ISL_1094401
3002349610	EPI_ISL_1272735
3002348889	EPI_ISL_1226214
3002348425	
3002349373	EPI_ISL_1272658
3002647562	EPI_ISL_1824054
3002650458	
3002229184	EPI_ISL_1169552
3002228869	
3002228943	EPI_ISL_1225968
3002349115	EPI_ISL_1272889
3002350023	EPI_ISL_1318380
3002648049	EPI_ISL_1798633
3031322610	EPI_ISL_747135
3002348080	EPI_ISL_1094403
3002348604	
3002349883	
3002650105	EPI_ISL_1678124
3002131661	
3031401896	EPI_ISL_1094705
3031323057	EPI_ISL_751780
3031324094	EPI_ISL_1516414
3031322603	EPI_ISL_747129
3002349542	
3002351543	
3002347861	EPI_ISL_1095185
3031401653	EPI_ISL_1272674
3002347721	EPI_ISL_1095315
3002648078	EPI_ISL_1798674
3031323502	EPI_ISL_903893
3002349156	EPI_ISL_1272836
3002350717	EPI_ISL_1446577
3002648256	EPI_ISL_1823877
3002647732	EPI_ISL_1798585
3031322867	
3002351221	EPI_ISL_1095072
3002228852	
3002348618	
3002349709	EPI_ISL_1318682
3002351608	
3002650839	EPI_ISL_1678258
3002229226	EPI_ISL_1094531
3031323812	EPI_ISL_1711711
3002348082	EPI_ISL_1094404
3002352031	EPI_ISL_1272971
3002352011	EPI_ISL_1272816
3002131685	
3002650004	
3002347471	EPI_ISL_1273072
3002348722	
3002349378	EPI_ISL_1272659
3002649794	EPI_ISL_1516355
3002347442	EPI_ISL_1095300
3002349645	EPI_ISL_1272857
3002348991	EPI_ISL_1226275
3002648024	EPI_ISL_1798783
3002648295	EPI_ISL_1823724
3002349680	EPI_ISL_1318391
3031401917	EPI_ISL_1094716
3002650345	EPI_ISL_1528303
3002650071	EPI_ISL_1678298
3002347465	EPI_ISL_1273058
3002348724	EPI_ISL_1226095
3002650353	
3031324183	EPI_ISL_1225976
3002349870	EPI_ISL_1318337
3031323235	EPI_ISL_903864
3002348595	
3002350762	EPI_ISL_1446615
3002349577	EPI_ISL_1272906
3031401701	EPI_ISL_1095224
3031401815	EPI_ISL_1095082
3002651427	EPI_ISL_1711831
3002349580	EPI_ISL_1272905
3002348139	EPI_ISL_1095087
3031323879	EPI_ISL_1446881
3002350594	EPI_ISL_1318514
3002347764	EPI_ISL_1095199
3002348977	EPI_ISL_1226265
3002349819	EPI_ISL_1318657
3002651067	
3002648293	EPI_ISL_1823744
3002349686	EPI_ISL_1318384
3002650606	EPI_ISL_1528350
3002648044	EPI_ISL_1798645
3002229248	EPI_ISL_1094631
3031323788	EPI_ISL_1711884
3031323804	EPI_ISL_1711893
3002131600	EPI_ISL_1446774
3002131627	EPI_ISL_1446842
3002650686	EPI_ISL_1678315
3002348162	
3002228928	EPI_ISL_1225956
3002131589	
3031324191	EPI_ISL_1225983
3002648043	EPI_ISL_1798640
3002349039	EPI_ISL_1272722
3002349871	EPI_ISL_1446972
3002351700	EPI_ISL_1318361
3002351702	EPI_ISL_1318363
3002348105	EPI_ISL_1094756
3002351919	EPI_ISL_1272734
3031323529	EPI_ISL_903966
3002350161	EPI_ISL_1446321
3031323330	EPI_ISL_903745
3002347362	EPI_ISL_1094939
3002351250	EPI_ISL_1095049
3002350253	EPI_ISL_1446547
3002348682	EPI_ISL_1226068
3002349553	
3002647755	EPI_ISL_1798554
3002648359	EPI_ISL_1823867
3031324026	EPI_ISL_1711851
3002649650	EPI_ISL_1516272
3031322951	
3002349860	EPI_ISL_1446945
3002349857	EPI_ISL_1318313
3031323494	EPI_ISL_903802
3002649756	
3002651113	EPI_ISL_1678288
3002347457	EPI_ISL_1094575
3002348446	
3002131549	EPI_ISL_1446753
3002351598	
3002349524	EPI_ISL_1272606
3031324251	EPI_ISL_1095162
3002347610	EPI_ISL_1094499
3002650366	
3002647966	EPI_ISL_1798716
3002349504	EPI_ISL_1272772
3002651245	
3002650668	EPI_ISL_1528397
3002347620	EPI_ISL_1094799
3002648357	EPI_ISL_1823866
3002647520	EPI_ISL_1823653
3031324266	
3002347857	EPI_ISL_1094452
3031323435	EPI_ISL_903821
3002347711	EPI_ISL_1095307
3002350675	
3002349568	EPI_ISL_1272872
3031323896	EPI_ISL_1446924
3002650512	
3002651187	
3002350691	EPI_ISL_1446569
3002350224	
3031324172	EPI_ISL_1094749
3002650959	EPI_ISL_1823976
3002650956	EPI_ISL_1823993
3002648493	EPI_ISL_1823779
3002348672	EPI_ISL_1226058
3002349619	EPI_ISL_1272667
3002649743	EPI_ISL_1516204
3002648401	EPI_ISL_1823650
3031401647	
3002349936	EPI_ISL_1318454
3002650301	EPI_ISL_1528462
3002347594	EPI_ISL_1094508
3002650027	EPI_ISL_1528280
3002347331	EPI_ISL_1094267
3002351922	EPI_ISL_1272748
3002349231	EPI_ISL_1272849
3002351988	EPI_ISL_1272713
3002647582	EPI_ISL_1823685
3002348841	EPI_ISL_1226187
3002647847	EPI_ISL_1823939
3002651040	EPI_ISL_1678030
3002651368	EPI_ISL_1711697
3002648028	EPI_ISL_1798658
3002348845	EPI_ISL_1226191
3002349644	EPI_ISL_1272860
3002347493	EPI_ISL_1094568
3002348170	
3002348951	EPI_ISL_1226245
3002650717	EPI_ISL_1678148
3002647935	EPI_ISL_1798850
3002648314	EPI_ISL_1823722
3002347629	EPI_ISL_1094234
3031323571	EPI_ISL_903851
3002347904	
3002229244	EPI_ISL_1094468
3002348596	
3031401883	EPI_ISL_1094858
3002351946	
3002349893	EPI_ISL_1318556
3002349208	EPI_ISL_1272710
3002228903	EPI_ISL_914022
3002350660	
3002350661	
3002348851	EPI_ISL_1226194
3002650190	
3002348599	
3002350558	EPI_ISL_1318527
3002648250	EPI_ISL_1823895
3002349573	EPI_ISL_1272871
3031324346	EPI_ISL_1226012
3002650498	EPI_ISL_1528446
3002647596	EPI_ISL_1824017
3002647874	EPI_ISL_1823642
3002651163	EPI_ISL_1678371
3002349548	
3002647757	EPI_ISL_1798502
3031324453	EPI_ISL_1094726
3002349734	EPI_ISL_1447024
3002647975	EPI_ISL_1798695
3002650658	
3002349024	EPI_ISL_1272967
3002647604	EPI_ISL_1824011
3002648267	EPI_ISL_1823876
3002350836	EPI_ISL_1446672
3031323112	EPI_ISL_903960
3002349221	EPI_ISL_1272958
3002349714	EPI_ISL_1318686
3002349705	EPI_ISL_1318685
3002347611	EPI_ISL_1094502
3002350153	EPI_ISL_1446324
3002649536	EPI_ISL_1516293
3002351321	EPI_ISL_1094659
3002347710	EPI_ISL_1095316
3031322625	EPI_ISL_747150
3031323744	EPI_ISL_1516346
3031323528	EPI_ISL_903948
3031323684	EPI_ISL_1094595
3031323543	EPI_ISL_1446731
3031323539	EPI_ISL_1446734
3031322836	EPI_ISL_751716
3002348648	EPI_ISL_1226037
3002350883	EPI_ISL_1446640
3031401790	EPI_ISL_1095267
3002347885	EPI_ISL_1094930
3002647649	EPI_ISL_1798460
3002348923	
3002131510	EPI_ISL_1695898
3031323612	EPI_ISL_903733
3031322919	EPI_ISL_751581
3031324256	EPI_ISL_1095152
3031401720	EPI_ISL_1094441
3002229217	EPI_ISL_1094528
3002350745	
3002347608	EPI_ISL_1094497
3002350632	EPI_ISL_1695837
3031323447	
3002648354	EPI_ISL_1823609
3002350963	
3002351301	EPI_ISL_1094613
3002350088	
3031323500	EPI_ISL_903768
3002350784	EPI_ISL_1695884
3031401832	EPI_ISL_1095076
3002350815	
3002348649	EPI_ISL_1226038
3002229076	
3002351619	EPI_ISL_1318609
3002649677	EPI_ISL_1516390
3002348835	EPI_ISL_1226182
3002651050	EPI_ISL_1678025
3031401691	
3002228865	
3002349844	EPI_ISL_1318664
3002648001	EPI_ISL_1798789
3002647951	EPI_ISL_1798864
3031322589	EPI_ISL_747115
3031322744	EPI_ISL_751769
3002650221	
3002350226	EPI_ISL_1446541
3002651024	EPI_ISL_1678223
3031324167	EPI_ISL_1094742
3031322823	EPI_ISL_751702
3002348782	EPI_ISL_1226139
3002650447	
3031401819	EPI_ISL_1095078
3031324371	EPI_ISL_1094813
3002647955	EPI_ISL_1798715
3002651300	EPI_ISL_1711926
3002347597	EPI_ISL_1094849
3002348747	
3002347660	EPI_ISL_1094764
3002350886	EPI_ISL_1446700
3002348089	EPI_ISL_1094662
3002348129	EPI_ISL_1094722
3002650053	
3002650849	EPI_ISL_1678061
3002649977	EPI_ISL_1528500
3031324363	EPI_ISL_1094812
3002649707	
3002651292	EPI_ISL_1711933
3031323743	EPI_ISL_1516347
3002348113	EPI_ISL_1094395
3002649887	EPI_ISL_1516230
3002347882	EPI_ISL_1094324
3002347681	EPI_ISL_1095021
3031323671	EPI_ISL_1095014
3031323665	EPI_ISL_1094243
3002650973	EPI_ISL_1823921
3002229074	
3002349354	EPI_ISL_1272995
3002351279	EPI_ISL_1095340
3002350257	
3002651035	EPI_ISL_1678221
3002349409	EPI_ISL_1273019
3031323054	EPI_ISL_751782
3002348720	EPI_ISL_1226093
3002650352	EPI_ISL_1528365
3002131632	EPI_ISL_1446849
3002647559	EPI_ISL_1824049
3031323864	EPI_ISL_1516336
3031323847	EPI_ISL_1516334
3002650465	
3002350813	
3002229058	
3002347880	EPI_ISL_1094213
3002649719	EPI_ISL_1516307
3002650503	EPI_ISL_1528300
3002651185	EPI_ISL_1695976
3002349185	
3002651415	EPI_ISL_1711949
3031322517	EPI_ISL_747045
3002348168	
3002228931	EPI_ISL_1225958
3002348954	EPI_ISL_1226248
3002350865	EPI_ISL_1446662
3002350069	EPI_ISL_1318516
3002131582	EPI_ISL_1446781
3002349695	EPI_ISL_1318390
3002347398	EPI_ISL_1094539
3002647579	EPI_ISL_1823681
3002350756	EPI_ISL_1446608
3002650062	EPI_ISL_1678296
3002348703	EPI_ISL_1226085
3002349421	EPI_ISL_1273027
3002348453	EPI_ISL_1273068
3002349472	EPI_ISL_1272940
3031323171	EPI_ISL_903772
3031323268	
3002650199	EPI_ISL_1528429
3031324416	EPI_ISL_1094712
3031323772	EPI_ISL_1711704
3002228867	
3002347766	EPI_ISL_1095203
3002347768	
3002348963	EPI_ISL_1226253
3002131601	EPI_ISL_1446779
3002650714	EPI_ISL_1678154
3002351219	EPI_ISL_1095355
3002348147	EPI_ISL_1094424
3031324427	EPI_ISL_1094653
3031401707	EPI_ISL_1094677
3002350799	EPI_ISL_1695848
3002650471	EPI_ISL_1528453
3002647671	EPI_ISL_1798344
3002350300	EPI_ISL_1318318
3002649791	EPI_ISL_1516363
3002650978	
3002350411	EPI_ISL_1447007
3031323819	EPI_ISL_1711959
3002350458	EPI_ISL_1318406
3002349200	EPI_ISL_1272702
3002350277	EPI_ISL_1446538
3002650037	
3002650602	EPI_ISL_1528348
3002648350	EPI_ISL_1823608
3031324032	EPI_ISL_1225907
3002650293	
3002348657	EPI_ISL_1226044
3002350964	EPI_ISL_1446711
3031324060	EPI_ISL_1225934
3002649981	EPI_ISL_1528434
3031322962	EPI_ISL_751745
3031323157	EPI_ISL_1446717
3002351926	EPI_ISL_1272741
3002349609	EPI_ISL_1272746
3002647607	EPI_ISL_1823820
3002649879	
3031323324	EPI_ISL_903630
3002351272	EPI_ISL_1095062
3002647863	EPI_ISL_1823848
3002647857	EPI_ISL_1824006
3002349491	EPI_ISL_1447028
3031323385	
3002647645	EPI_ISL_1798333
3002648499	EPI_ISL_1823774
3002647544	EPI_ISL_1823946
3031324375	EPI_ISL_1094802
3002351547	EPI_ISL_1226354
3002647610	EPI_ISL_1798354
3002647981	EPI_ISL_1798722
3031322676	EPI_ISL_803100
3002649679	
3031322907	EPI_ISL_751714
3002348127	EPI_ISL_1094721
3002350726	EPI_ISL_1446628
3002348628	EPI_ISL_1226019
3002650543	EPI_ISL_1528488
3002349994	EPI_ISL_1318542
3002347756	EPI_ISL_1094584
3002348828	
3002348953	EPI_ISL_1226247
3002647946	EPI_ISL_1798839
3002648015	EPI_ISL_1798785
3002648013	EPI_ISL_1798797
3002229237	EPI_ISL_1094472
3031323780	EPI_ISL_1711705
3002348958	EPI_ISL_1226250
3002348072	EPI_ISL_1094330
3031323013	EPI_ISL_751792
3002347525	EPI_ISL_1094564
3002228950	EPI_ISL_1225974
3002348989	
3002131597	EPI_ISL_1446801
3031322771	EPI_ISL_751759
3002229238	EPI_ISL_1094467
3002348594	
3002647688	EPI_ISL_1798400
3002349885	EPI_ISL_1318334
3002650140	EPI_ISL_1678104
3002648086	EPI_ISL_1798876
3002350570	
3002347841	EPI_ISL_1094430
3002349450	EPI_ISL_1273007
3002350438	EPI_ISL_1318498
3031323170	EPI_ISL_903815
3002350463	EPI_ISL_1318411
3031322579	EPI_ISL_747105
3002649774	EPI_ISL_1516435
3002350472	EPI_ISL_1318506
3002348066	EPI_ISL_1094406
3002350759	EPI_ISL_1446607
3002650347	EPI_ISL_1528305
3002348838	EPI_ISL_1226185
3031324153	EPI_ISL_1094895
3002651044	EPI_ISL_1678026
3002348959	
3002131626	EPI_ISL_1446840
3002349025	EPI_ISL_1272968
3002349223	EPI_ISL_1272964
3002650244	EPI_ISL_1528414
3031322844	EPI_ISL_751657
3002350160	EPI_ISL_1446307
3002651103	EPI_ISL_1678248
3002347356	EPI_ISL_1169503
3002349707	
3002131698	EPI_ISL_1446838
3002650738	EPI_ISL_1678236
3031323379	EPI_ISL_903686
3002649805	EPI_ISL_1516184
3002648458	EPI_ISL_1823996
3002348086	EPI_ISL_1094383
3002349631	EPI_ISL_1272812
3002650333	EPI_ISL_1695955
3031323461	EPI_ISL_903837
3002349935	EPI_ISL_1318459
3002650904	
3002650928	EPI_ISL_1823757
3002347703	EPI_ISL_1094552
3031324323	
3002351657	EPI_ISL_1318312
3031323490	EPI_ISL_903582
3002351590	EPI_ISL_1226391
3002350897	EPI_ISL_1695894
3002347949	
3002349227	EPI_ISL_1272960
3002349089	EPI_ISL_1272627
3002650513	EPI_ISL_1528298
3002348220	
3002350770	EPI_ISL_1446637
3031322626	EPI_ISL_747151
3002351983	EPI_ISL_1272798
3002650855	EPI_ISL_1678072
3002648235	EPI_ISL_1823962
3002349550	
3031322655	EPI_ISL_803104
3002349618	EPI_ISL_1272664
3002649741	EPI_ISL_1516200
3002650341	
3031323434	
3002349945	EPI_ISL_1318455
3031324023	EPI_ISL_1711855
3002650911	EPI_ISL_1823752
3031324051	EPI_ISL_1225925
3002349852	EPI_ISL_1318301
3002350097	
3002347386	EPI_ISL_1095186
3002347392	EPI_ISL_1094242
3002650395	EPI_ISL_1528317
3002349436	EPI_ISL_1273005
3002350407	EPI_ISL_1447004
3002349468	EPI_ISL_1272937
3002651095	EPI_ISL_1678170
3031324215	
3031324185	EPI_ISL_1225978
3002349689	EPI_ISL_1318395
3002648042	EPI_ISL_1798616
3002349046	EPI_ISL_1272851
3002350753	EPI_ISL_1446616
3002650085	EPI_ISL_1678126
3002348707	EPI_ISL_1226088
3002651272	EPI_ISL_1711957
3002350422	EPI_ISL_1318494
3002350462	EPI_ISL_1318403
3002647885	EPI_ISL_1823700
3002349379	EPI_ISL_1272653
3002649765	EPI_ISL_1516442
3002650197	EPI_ISL_1528424
3031324421	EPI_ISL_1095211
3031324126	EPI_ISL_1094639
3031324209	EPI_ISL_1225996
3031324398	EPI_ISL_1095260
3002648084	EPI_ISL_1798879
3002131663	EPI_ISL_1446823
3002131669	
3031323827	EPI_ISL_1446900
3002348188	
3002348728	EPI_ISL_1226098
3002648571	EPI_ISL_1823783
3002651133	EPI_ISL_1678355
3031322652	EPI_ISL_747165
3031323453	EPI_ISL_903876
3002650733	EPI_ISL_1678340
3002351898	
3002350979	
3002347520	EPI_ISL_1094928
3002349080	EPI_ISL_1272780
3031323750	EPI_ISL_1516351
3002348487	
3002348746	EPI_ISL_1226114
3002348758	EPI_ISL_1226123
3031401666	EPI_ISL_1226413
3002347883	EPI_ISL_1094413
3002351264	EPI_ISL_1095047
3002350243	EPI_ISL_1446511
3002650112	EPI_ISL_1678173
3002131705	EPI_ISL_1446834
3002350325	EPI_ISL_1318423
3031322583	EPI_ISL_747109
3002648463	EPI_ISL_1823974
3002651175	EPI_ISL_1678081
3031322905	EPI_ISL_751637
3002648247	EPI_ISL_1823966
3002347873	EPI_ISL_1095182
3002649527	EPI_ISL_1516281
3002647953	EPI_ISL_1798728
3002347708	
3002351663	EPI_ISL_1318308
3031323488	EPI_ISL_903882
3031322957	EPI_ISL_751749
3031323746	EPI_ISL_1516350
3002347668	EPI_ISL_1094755
3002347663	EPI_ISL_1095322
3002351921	EPI_ISL_1272753
3002351923	EPI_ISL_1272744
3002650529	EPI_ISL_1528514
3002228851	
3031323347	EPI_ISL_903774
3002131694	EPI_ISL_1446825
3002651166	EPI_ISL_1678372
3002350169	EPI_ISL_1446412
3002649682	EPI_ISL_1516242
3002348673	EPI_ISL_1226059
3031322965	EPI_ISL_751690
3002348929	EPI_ISL_1226231
3031323533	EPI_ISL_903653
3002347508	EPI_ISL_1094310
3002351234	EPI_ISL_1095045
3002348573	
3031323341	EPI_ISL_903871
3002651029	EPI_ISL_1678360
3002349713	
3002348918	
3002349326	EPI_ISL_1272983
3002349454	EPI_ISL_1272924
3031323974	EPI_ISL_1711795
3002348630	EPI_ISL_1226021
3002349478	EPI_ISL_1272916
3031324043	EPI_ISL_1225917
3002351891	EPI_ISL_1272762
3002348500	
3002647720	EPI_ISL_1798603
3002347948	
3002649558	EPI_ISL_1516255
3031401697	
3002347695	EPI_ISL_1095328
3002348785	
3031323679	EPI_ISL_1095009
3002650472	EPI_ISL_1528455
3031401831	EPI_ISL_1095284
3002348135	EPI_ISL_1094422
3002649777	
3031323883	EPI_ISL_1695913
3002229083	
3002650547	EPI_ISL_1528486
3002651362	EPI_ISL_1711702
3002648285	EPI_ISL_1823740
3031323770	
3031323202	EPI_ISL_1711891
3002348990	EPI_ISL_1226274
3002650443	
3031322849	EPI_ISL_751715
3002349147	EPI_ISL_1272832
3002648429	EPI_ISL_1823835
3002650030	EPI_ISL_1528277
3002647730	EPI_ISL_1798523
3002349533	EPI_ISL_1272921
3002351947	EPI_ISL_1272963
3031322540	EPI_ISL_747068
3002347752	EPI_ISL_1094224
3002648317	EPI_ISL_1823747
3002650619	EPI_ISL_1528339
3031323225	EPI_ISL_1711754
3002648029	EPI_ISL_1798635
3002649997	
3031322821	EPI_ISL_751625
3002647699	EPI_ISL_1798392
3002347355	EPI_ISL_1094280
3031323339	EPI_ISL_903652
3002348621	EPI_ISL_1226013
3002351611	EPI_ISL_1226404
3031323362	EPI_ISL_903683
3002649817	EPI_ISL_1516185
3002349529	EPI_ISL_1272608
3002349321	EPI_ISL_1272975
3031322511	EPI_ISL_747039
3002348808	EPI_ISL_1226162
3031323965	EPI_ISL_1711776
3002649522	EPI_ISL_1516282
3002649519	EPI_ISL_1516287
3002349475	EPI_ISL_1272918
3002648351	EPI_ISL_1823599
3002650682	EPI_ISL_1678141
3002350858	EPI_ISL_1446650
3002349153	EPI_ISL_1272837
3002648248	EPI_ISL_1823885
3031323156	EPI_ISL_903636
3002347344	EPI_ISL_1094591
3031323346	EPI_ISL_903901
3002350990	EPI_ISL_1446712
3002349516	EPI_ISL_1272602
3031322653	EPI_ISL_747166
3002651442	EPI_ISL_1711787
3002351325	EPI_ISL_1094657
3002349502	EPI_ISL_1272774
3002351502	EPI_ISL_1226320
3002648266	EPI_ISL_1823888
3002650271	
3002348112	EPI_ISL_1094400
3031324077	EPI_ISL_1225946
3031322979	
3002647602	EPI_ISL_1824021
3002351507	EPI_ISL_1226325
3002651111	EPI_ISL_1678099
3002650869	EPI_ISL_1695968
3002650277	
3031324073	EPI_ISL_1225943
3002348106	EPI_ISL_1094393
3031323321	EPI_ISL_903829
3031401794	EPI_ISL_1094974
3002351566	
3031323901	EPI_ISL_1446934
3002648452	EPI_ISL_1823902
3002647871	EPI_ISL_1823841
3002350326	
3002650051	EPI_ISL_1528421
3031322928	EPI_ISL_751741
3002649947	
3002349787	
3002347916	
3002347934	
3031401643	EPI_ISL_1272679
3002650681	EPI_ISL_1678135
3002650676	EPI_ISL_1678133
3002351302	EPI_ISL_1094611
3002649749	
3031322953	EPI_ISL_751720
3031324061	EPI_ISL_1225935
3031323514	EPI_ISL_903741
3002350830	EPI_ISL_1446674
3002347345	EPI_ISL_1095209
3002649567	EPI_ISL_1516246
3002649892	EPI_ISL_1516223
3031323540	EPI_ISL_1695904
3031323536	
3031322818	EPI_ISL_751604
3002651434	EPI_ISL_1711829
3031324161	EPI_ISL_1094890
3002651051	EPI_ISL_1678242
3002349848	EPI_ISL_1318652
3002651058	EPI_ISL_1678095
3002650701	EPI_ISL_1678156
3031324174	
3002350548	EPI_ISL_1318329
3002647572	EPI_ISL_1823677
3002649726	EPI_ISL_1516427
3002350465	EPI_ISL_1318404
3002647704	EPI_ISL_1798599
3031323677	EPI_ISL_1446859
3002651181	EPI_ISL_1678106
3002347576	EPI_ISL_1094535
3002648471	EPI_ISL_1823981
3002650961	EPI_ISL_1823987
3002349010	EPI_ISL_1226285
3002350125	EPI_ISL_1446398
3002650857	EPI_ISL_1678265
3002648525	EPI_ISL_1823857
3002350988	EPI_ISL_1695895
3031322950	
3002349162	
3002348075	EPI_ISL_1094344
3031323240	EPI_ISL_903973
3031323236	EPI_ISL_903964
3002229231	EPI_ISL_1094470
3002350582	EPI_ISL_1318483
3002651151	EPI_ISL_1678211
3002651153	EPI_ISL_1678190
3002651154	EPI_ISL_1678206
3031323264	EPI_ISL_903779
3002348021	EPI_ISL_1094789
3002348031	EPI_ISL_1094784
3002350017	EPI_ISL_1318627
3002347690	EPI_ISL_1095025
3002348786	EPI_ISL_1226142
3031323676	EPI_ISL_1095038
3002651432	EPI_ISL_1711832
3031323700	EPI_ISL_1225880
3031323633	EPI_ISL_1094892
3031401870	EPI_ISL_1094991
3002347760	EPI_ISL_1095193
3031322758	EPI_ISL_751704
3002349698	EPI_ISL_1318400
3002350752	EPI_ISL_1446613
3031401655	EPI_ISL_1272671
3031401636	EPI_ISL_1446804
3031401822	EPI_ISL_1095276
3002350302	EPI_ISL_1318322
3002648349	EPI_ISL_1823597
3002650297	EPI_ISL_1528465
3002650905	EPI_ISL_1823773
3002350040	EPI_ISL_1318372
3002349001	EPI_ISL_1226279
3031323163	EPI_ISL_903894
3002351924	EPI_ISL_1272755
3002649747	EPI_ISL_1516214
3002350144	
3002348635	EPI_ISL_1226026
3002647924	EPI_ISL_1798814
3002647960	EPI_ISL_1798726
3031322961	EPI_ISL_751644
3031323745	EPI_ISL_1516352
3031323508	EPI_ISL_903792
3002348932	EPI_ISL_1226233
3002350833	EPI_ISL_1446668
3002651374	EPI_ISL_1711921
3002351593	EPI_ISL_1226394
3002351927	EPI_ISL_1272751
3031323109	EPI_ISL_903972
3031401844	
3002649895	EPI_ISL_1516234
3002650549	EPI_ISL_1528487
3031323773	
3002131611	EPI_ISL_1446797
3002349696	EPI_ISL_1318383
3031323846	EPI_ISL_1516323
3031323180	EPI_ISL_903868
3002650629	
3031401791	EPI_ISL_1094979
3002351553	EPI_ISL_1226359
3002351233	EPI_ISL_1095041
3031324120	EPI_ISL_1094628
3002349402	EPI_ISL_1447055
3002349406	EPI_ISL_1273023
3002349901	EPI_ISL_1318579
3031401907	EPI_ISL_1094701
3031324308	EPI_ISL_1094696
3031323050	EPI_ISL_751567
3002647554	EPI_ISL_1824055
3031323319	EPI_ISL_1711676
3002347878	EPI_ISL_1094934
3031322667	EPI_ISL_747179
3002347575	EPI_ISL_1094338
3002131555	
3002347581	EPI_ISL_1094492
3002647856	EPI_ISL_1824001
3031323953	EPI_ISL_1446885
3031324289	
3031323471	EPI_ISL_903644
3031323478	EPI_ISL_903872
3002351650	EPI_ISL_1318298
3002348757	EPI_ISL_1226122
3031324076	EPI_ISL_1225945
3002650667	EPI_ISL_1528374
3002650320	EPI_ISL_1528407
3031322857	
3002347505	EPI_ISL_1095127
3002349215	EPI_ISL_1272628
3002131536	EPI_ISL_1446771
3031323921	EPI_ISL_1225898
3002351625	EPI_ISL_1318598
3031322665	EPI_ISL_747177
3002350773	
3002351965	EPI_ISL_1272807
3031324234	EPI_ISL_1094370
3002348692	EPI_ISL_1226076
3002350556	
3002348702	EPI_ISL_1226084
3002647988	EPI_ISL_1798896
3002649724	EPI_ISL_1516431
3002649728	EPI_ISL_1516428
3002347321	EPI_ISL_1094725
3002649770	EPI_ISL_1516439
3002650194	EPI_ISL_1528427
3031322545	EPI_ISL_747073
3002349054	EPI_ISL_1272782
3002651377	EPI_ISL_1711843
3002350778	EPI_ISL_1446631
3002229178	
3002647849	EPI_ISL_1823936
3002348986	
3031323822	EPI_ISL_1446865
3031323255	EPI_ISL_903753
3002348020	EPI_ISL_1094326
3002348210	
3002350533	
3002350101	EPI_ISL_1446358
3031401920	EPI_ISL_1094718
3031323190	EPI_ISL_1711708
3002228863	
3002349834	EPI_ISL_1318638
3002350026	EPI_ISL_1318379
3002648022	EPI_ISL_1798766
3002648014	EPI_ISL_1798768
3002648290	EPI_ISL_1823734
3002349693	EPI_ISL_1318397
3002650616	EPI_ISL_1528343
3002349635	
3031322751	EPI_ISL_751697
3031401943	EPI_ISL_1095251
3031323763	
3002347805	EPI_ISL_1094580
3002349366	EPI_ISL_1447051
3002349364	EPI_ISL_1272895
3002650747	EPI_ISL_1678276
3002348864	EPI_ISL_1226206
3002349677	EPI_ISL_1318386
3031323229	EPI_ISL_903936
3002350002	EPI_ISL_1318544
3002350080	EPI_ISL_1318511
3031323197	EPI_ISL_1711706
3002348981	EPI_ISL_1226268
3002648380	EPI_ISL_1824036
3031322740	EPI_ISL_751730
3031401635	EPI_ISL_1446806
3031323721	EPI_ISL_1094676
3031401631	EPI_ISL_1528364
3002350301	EPI_ISL_1318321
3002650972	EPI_ISL_1823924
3002349049	EPI_ISL_1272844
3002650377	EPI_ISL_1528314
3002650084	EPI_ISL_1678297
3002348171	
3002350470	EPI_ISL_1318509
3031324415	EPI_ISL_1094710
3002348962	EPI_ISL_1226252
3002349805	EPI_ISL_1318637
3002347820	EPI_ISL_1095109
3002131670	EPI_ISL_1446821
3031323820	EPI_ISL_1446877
3002349347	EPI_ISL_1272645
3002651160	EPI_ISL_1678208
3031323044	EPI_ISL_751553
3031323262	EPI_ISL_903603
3002647708	EPI_ISL_1798581
3031322812	EPI_ISL_751626
3031322808	EPI_ISL_751770
3002350584	EPI_ISL_1318484
3002131678	EPI_ISL_1446814
3002647886	EPI_ISL_1823698
3002348854	EPI_ISL_1226197
3031322768	EPI_ISL_751554
3002347839	EPI_ISL_1094255
3002349899	EPI_ISL_1318557
3031322819	EPI_ISL_751628
3002649782	EPI_ISL_1516362
